Modelo,MAE,RMSE,R2,CV_R2_mean,CV_R2_std
Regresion_Lineal,2.059062207364538,2.8722957592800866,0.920848505580741,0.9196483299222333,0.009637422858918429
XGBoost_GridSearch,0.26963366941972206,0.3892601926515895,0.9985462799129565,0.9984308142032046,0.0004258024996082862
